,STATISTIC,STATISTIC Label,TLIST(M1),Month,C02431V02938,Meteorological Weather Station,UNIT,VALUE
6679,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199502,1995M02,5,Claremorris,Knots,60.0
6680,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199502,1995M02,6,Clones,Knots,52.0
6681,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199502,1995M02,7,Cork airport,Knots,48.0
6682,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199502,1995M02,8,Dublin airport,Knots,52.0
6684,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199502,1995M02,10,Kilkenny,Knots,55.0
6685,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199502,1995M02,11,Malin head,Knots,61.0
6686,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199502,1995M02,12,Mullingar,Knots,49.0
6688,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199502,1995M02,14,Rosslare,Knots,57.0
6689,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199502,1995M02,15,Shannon airport,Knots,60.0
6690,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199503,1995M03,1,Belmullet,Knots,69.0
6691,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199503,1995M03,2,Birr,Knots,51.0
6692,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199503,1995M03,3,Valentia Observatory,Knots,59.0
6693,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199503,1995M03,4,Casement,Knots,56.0
6694,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199503,1995M03,5,Claremorris,Knots,65.0
6695,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199503,1995M03,6,Clones,Knots,62.0
6696,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199503,1995M03,7,Cork airport,Knots,60.0
6697,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199503,1995M03,8,Dublin airport,Knots,66.0
6699,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199503,1995M03,10,Kilkenny,Knots,55.0
6700,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199503,1995M03,11,Malin head,Knots,63.0
6701,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199503,1995M03,12,Mullingar,Knots,53.0
6703,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199503,1995M03,14,Rosslare,Knots,54.0
6704,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199503,1995M03,15,Shannon airport,Knots,58.0
6705,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199504,1995M04,1,Belmullet,Knots,46.0
6706,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199504,1995M04,2,Birr,Knots,38.0
6707,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199504,1995M04,3,Valentia Observatory,Knots,34.0
6708,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199504,1995M04,4,Casement,Knots,36.0
6709,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199504,1995M04,5,Claremorris,Knots,37.0
6710,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199504,1995M04,6,Clones,Knots,47.0
6711,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199504,1995M04,7,Cork airport,Knots,34.0
6712,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199504,1995M04,8,Dublin airport,Knots,40.0
6714,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199504,1995M04,10,Kilkenny,Knots,38.0
6715,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199504,1995M04,11,Malin head,Knots,44.0
6716,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199504,1995M04,12,Mullingar,Knots,42.0
6718,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199504,1995M04,14,Rosslare,Knots,49.0
6719,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199504,1995M04,15,Shannon airport,Knots,35.0
6720,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199505,1995M05,1,Belmullet,Knots,46.0
6721,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199505,1995M05,2,Birr,Knots,40.0
6722,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199505,1995M05,3,Valentia Observatory,Knots,38.0
6723,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199505,1995M05,4,Casement,Knots,38.0
6724,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199505,1995M05,5,Claremorris,Knots,46.0
6725,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199505,1995M05,6,Clones,Knots,37.0
6726,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199505,1995M05,7,Cork airport,Knots,37.0
6727,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199505,1995M05,8,Dublin airport,Knots,38.0
6729,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199505,1995M05,10,Kilkenny,Knots,33.0
6730,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199505,1995M05,11,Malin head,Knots,45.0
6731,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199505,1995M05,12,Mullingar,Knots,36.0
6733,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199505,1995M05,14,Rosslare,Knots,40.0
6734,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",199505,1995M05,15,Shannon airport,Knots,35.0
